ticker,time_published,news_date,price_date,Open,High,Low,Close,_1,title,summary,source,source_domain,overall_sentiment_score,overall_sentiment_label,event_label
AAPL,2025-03-31 19:53:10,2025-03-31,2025-03-28,221.6699981689453,223.80999755859375,217.67999267578125,217.89999389648438,250,HLAL ETF Holdings List — NASDAQ:HLAL,"The article provides a detailed list of the top holdings for the Wahed FTSE USA Shariah ETF (HLAL) as of February 26, 2026. It includes company names, stock symbols, weight percentages, share counts, and market values for each holding. Key holdings include Apple Inc., Microsoft Corporation, and Alphabet Inc. (Class A and C).",TradingView,TradingView,0.108949,Neutral,Other
AAPL,2025-03-31 12:38:38,2025-03-31,2025-03-28,221.6699981689453,223.80999755859375,217.67999267578125,217.89999389648438,251,VGT ETF Holdings List — AMEX:VGT,"This article provides a detailed list of the top holdings within the Vanguard Information Technology ETF (VGT) as of February 27, 2026. Key holdings include NVIDIA, Apple Inc., and Microsoft Corporation, along with their respective weight percentages, shares, and market values. The data offers insights into the fund's composition and its major technology company investments.",TradingView,TradingView,0.145375,Neutral,Market Movement
AAPL,2025-03-31 09:52:18,2025-03-31,2025-03-28,221.6699981689453,223.80999755859375,217.67999267578125,217.89999389648438,252,XLK ETF Holdings List — AMEX:XLK,"This article lists the top holdings of the State Street Technology Select Sector SPDR ETF (XLK) as of February 25, 2026. Key holdings include NVIDIA, Apple, Microsoft, Broadcom, and Micron Technology, detailing their weight percentage, number of shares, and market value within the ETF.",TradingView,TradingView,0.037572,Neutral,Market Movement
AAPL,2025-03-31 00:10:15,2025-03-31,2025-03-28,221.6699981689453,223.80999755859375,217.67999267578125,217.89999389648438,253,VUG ETF Holdings List — AMEX:VUG,"This article provides a list of the Vanguard Growth ETF (VUG) holdings as of February 27, 2026. Key holdings include NVIDIA, Apple, Microsoft, Alphabet (Class A and C), Meta Platforms, Amazon, Broadcom, Tesla, and Eli Lilly and Company. The content details the weight percentage, number of shares, and market value for each of these top companies within the ETF.",TradingView,TradingView,0.126372,Neutral,Market Movement
AAPL,2025-03-26 02:31:35,2025-03-26,2025-03-25,220.77000427246094,224.10000610351562,220.0800018310547,223.75,255,ADX: Tech Tilt Exposure With Telling Income And Limited Price Volatility (NYSE:ADX),"The Adams Diversified Equity Fund (ADX) offers investors exposure to large-cap and tech stocks with an 8% of NAV annual distribution yield, blending capital appreciation with consistent income. Its diversified portfolio includes major tech holdings like Apple, Microsoft, and NVIDIA, alongside other sectors. Despite consistently trading at a discount-to-NAV, ADX demonstrates a superior 10-year Sharpe Ratio and lower volatility compared to SPY, making it an attractive option for tech and income-focused investors.",Seeking Alpha,Seeking Alpha,0.432691,Bullish,Earnings
AAPL,2025-03-21 03:35:40,2025-03-21,2025-03-20,213.99000549316406,217.49000549316406,212.22000122070312,214.10000610351562,257,NetEase Games,"NetEase Games announced that the mobile version of Once Human is launching on April 23, 2025, with over 30 million pre-registrations. A pre-registration event offers in-game items and a chance to win an iPhone 16 Pro Max. Additionally, new features like Non-Shutdown Servers and Cross-Character Sharing are being introduced for PC players, alongside a new PvE scenario, Lunar Oracle Phase Three, which launched on March 13.",NetEase Games,NetEase Games,0.329659,Somewhat-Bullish,Product Launch
AAPL,2025-03-20 10:57:45,2025-03-20,2025-03-19,214.22000122070312,218.75999450683594,213.75,215.24000549316406,258,4 tech giants look cheap ahead of earnings,"Ahead of their earnings reports, four major tech companies—Apple, Amazon, Facebook, and Microsoft—are considered undervalued. Analysts see Apple as undervalued despite recent revenue guidance adjustments, Amazon as continuing its impressive growth, Microsoft showing broad-based strength, and Facebook maintaining its competitive advantages in digital advertising despite recent controversies.",Morningstar Australia,Morningstar Australia,0.309393,Somewhat-Bullish,Earnings
AAPL,2025-03-18 15:58:00,2025-03-18,2025-03-17,213.30999755859375,215.22000122070312,209.97000122070312,214.0,259,"Apple loses German antitrust fight, faces greater scrutiny","Apple lost its challenge in Germany's top civil court against its classification as a significant market power, a designation that grants antitrust regulators more authority to scrutinize its business practices. The Federal Court of Justice upheld the German cartel office's 2023 ruling, placing Apple alongside Google (Alphabet) and Meta as tech giants subject to measures curbing dominance. This decision strengthens the German antitrust watchdog's position, especially concerning Apple's App Store and tracking regulations, though the EU's Digital Markets Act remains the primary standard for Big Tech.",Reuters,Reuters,-0.170402,Somewhat-Bearish,Regulatory/Legal
AMZN,2025-03-31 11:53:14,2025-03-31,2025-03-28,198.4199981689453,199.25999450683594,191.8800048828125,192.72000122070312,261,YMAG ETF Holdings List — AMEX:YMAG,"This article provides a detailed list of the holdings for the YMAG (YieldMax Magnificent 7 Fund of Option Income ETFs) ETF as of February 27, 2026. The fund primarily invests in option income strategy ETFs for major tech companies like Amazon, Microsoft, Meta, Tesla, Google, Apple, and Nvidia, alongside small allocations to U.S. Dollar reserves and a Government Obligations Fund. Each holding's weight, share count, and market value are presented.",TradingView,TradingView,0.147334,Neutral,Market Movement
AMZN,2025-03-28 03:57:00,2025-03-28,2025-03-27,200.88999938964844,203.7899932861328,199.27999877929688,201.36000061035156,263,"Amazon Smile SALE: New Life FINAL"" Underway! AI Gadgets Like Voice Recorder ""PLAUD"" and Smartwatch ""Amazfit"" Also on Sale","Amazon is holding its ""Smile SALE: New Life FINAL"" until April 1, 2025, offering discounts on over a million items including AI gadgets. Featured products include the PLAUD NOTE voice recorder with AI transcription, various Amazfit smartwatches (Active 2, Balance with GPT-4o, and T-Rex 3), Dangbei projectors (Atom and DBOX02), and 1MORE audio products (SonoFlow Pro HQ51 headphones and Open Earbuds S51). The sale aims to support individuals starting new phases in life with useful tech for business, study, and leisure, and also includes a point-up campaign.",Saiga NAK,Saiga NAK,0.260995,Somewhat-Bullish,Other
